BioProject	Run	Common Name
PRJNA531553	SRR8907030	CIMBL142
PRJNA531553	SRR8907031	CML122
PRJNA531553	SRR8907032	CIMBL136
PRJNA531553	SRR8907033	CIMBL3
PRJNA531553	SRR8907034	CIMBL130
PRJNA531553	SRR8907035	CML32
PRJNA531553	SRR8907036	CIMBL4
PRJNA531553	SRR8907037	B113
PRJNA531553	SRR8907038	CML326
PRJNA531553	SRR8907039	LIAO138
PRJNA531553	SRR8907040	DAN3130
PRJNA531553	SRR8907041	ZB648
PRJNA531553	SRR8907042	CML139
PRJNA531553	SRR8907043	CIMBL148
PRJNA531553	SRR8907044	CIMBL133
PRJNA531553	SRR8907045	CIMBL5
PRJNA531553	SRR8907046	CIMBL8
PRJNA531553	SRR8907047	QI319
PRJNA531553	SRR8907048	CIMBL42
PRJNA531553	SRR8907049	CIMBL17
PRJNA531553	SRR8907050	CIMBL126
PRJNA531553	SRR8907051	CML412
PRJNA531553	SRR8907052	CIMBL147
PRJNA531553	SRR8907053	CML479
PRJNA531553	SRR8907054	CIMBL13
PRJNA531553	SRR8907055	CIMBL22
PRJNA531553	SRR8907056	B11
PRJNA531553	SRR8907057	CML422
PRJNA531553	SRR8907058	CML20
PRJNA531553	SRR8907059	CIMBL78
PRJNA531553	SRR8907060	CML465
PRJNA531553	SRR8907061	CIMBL47
PRJNA531553	SRR8907062	HSBN
PRJNA531553	SRR8907063	GEMS64
PRJNA531553	SRR8907064	B110
PRJNA531553	SRR8907065	Q1261
PRJNA531553	SRR8907066	GEMS20
PRJNA531553	SRR8907067	A619
PRJNA531553	SRR8907068	ZHENG22
PRJNA531553	SRR8907069	GEMS6
PRJNA531553	SRR8907070	268
PRJNA531553	SRR8907071	SY998
PRJNA531553	SRR8907072	GEMS57
PRJNA531553	SRR8907073	GEMS65
PRJNA531553	SRR8907074	D047
PRJNA531553	SRR8907075	DE.EX
PRJNA531553	SRR8907076	JI853
PRJNA531553	SRR8907077	835B
PRJNA531553	SRR8907078	P6WC
PRJNA531553	SRR8907079	JING724
PRJNA531553	SRR8907080	MO17
PRJNA531553	SRR8907081	3411
PRJNA531553	SRR8907082	JING24
PRJNA531553	SRR8907083	E28
PRJNA531553	SRR8907084	812
PRJNA531553	SRR8907085	TIAN77
PRJNA531553	SRR8907086	CHANG7-2
PRJNA531553	SRR8907087	YE107
PRJNA531553	SRR8907088	GY220
PRJNA531553	SRR8907089	M165
PRJNA531553	SRR8907090	TT16
PRJNA531553	SRR8907091	LV28
PRJNA531553	SRR8907092	07KS4
PRJNA531553	SRR8907093	832
PRJNA531553	SRR8907094	7884-4HT
PRJNA531553	SRR8907095	SY1128
PRJNA531553	SRR8907096	GEMS39
PRJNA531553	SRR8907097	GEMS5
PRJNA531553	SRR8907098	CIMBL61
PRJNA531553	SRR8907099	CML325
PRJNA531553	SRR8907100	NAN21-3
PRJNA531553	SRR8907101	CML191
PRJNA531553	SRR8907102	CIMBL14
PRJNA531553	SRR8907103	CIMBL60
PRJNA531553	SRR8907104	CIMBL114
PRJNA531553	SRR8907105	CML285
PRJNA531553	SRR8907106	CIMBL119
PRJNA531553	SRR8907107	CIMBL73
PRJNA531553	SRR8907108	IRF291
PRJNA531553	SRR8907109	CML468
PRJNA531553	SRR8907110	CIMBL97
PRJNA531553	SRR8907111	CIMBL6
PRJNA531553	SRR8907112	CIMBL30
PRJNA531553	SRR8907113	CIMBL138
PRJNA531553	SRR8907114	CIMBL129
PRJNA531553	SRR8907115	CIMBL81
PRJNA531553	SRR8907116	647
PRJNA531553	SRR8907117	CIMBL86
PRJNA531553	SRR8907118	CIMBL80
PRJNA531553	SRR8907119	YU374
PRJNA531553	SRR8907120	ZONG3
PRJNA531553	SRR8907121	GEMS11
PRJNA531553	SRR8907122	5237
PRJNA531553	SRR8907123	BY804
PRJNA531553	SRR8907124	LIAO159
PRJNA531553	SRR8907125	RY732
PRJNA531553	SRR8907126	GY798
PRJNA531553	SRR8907127	YE8001
PRJNA531553	SRR8907128	XZ698
PRJNA531553	SRR8907129	GY237
PRJNA531553	SRR8907130	SY1039
PRJNA531553	SRR8907131	YU87-1
PRJNA531553	SRR8907132	TY3
PRJNA531553	SRR8907133	DAN4245
PRJNA531553	SRR8907134	GEMS2
PRJNA531553	SRR8907135	GEMS46
PRJNA531553	SRR8907136	GEMS33
PRJNA531553	SRR8907137	ZI330
PRJNA531553	SRR8907138	HB
PRJNA531553	SRR8907139	GEMS48
PRJNA531553	SRR8907140	HTH-17
PRJNA531553	SRR8907141	BEM
PRJNA531553	SRR8907142	B73
PRJNA531553	SRR8907143	4019
PRJNA531553	SRR8907144	ES40
PRJNA531553	SRR8907145	ZZ03
PRJNA531553	SRR8907146	GEMS25
PRJNA531553	SRR8907147	RY684
PRJNA531553	SRR8907148	JH96C
PRJNA531553	SRR8907149	DAN9046
PRJNA531553	SRR8907150	HUA83-2
PRJNA531553	SRR8907151	TY7
PRJNA531553	SRR8907152	GEMS47
PRJNA531553	SRR8907153	BY4960
PRJNA531553	SRR8907154	S22
PRJNA531553	SRR8907155	LG001
PRJCA009749	CRR504155	8941
PRJCA009749	CRR504156	81162
PRJCA009749	CRR504157	4F1
PRJCA009749	CRR504158	C8605_2
PRJCA009749	CRR504161	Dongbeihu
PRJCA009749	CRR504164	Jing388
PRJCA009749	CRR504172	Longxi65
PRJCA009749	CRR504174	Hai9818
PRJCA009749	CRR504182	Ji4112
PRJCA009749	CRR504183	W499
PRJCA009749	CRR504185	NC268
PRJCA009749	CRR504186	Zhongzi01
PRJCA009749	CRR504189	Jinghuang59
PRJCA009749	CRR504190	JN15
PRJCA009749	CRR504194	J0045
PRJCA009749	CRR504202	Hai1134
PRJCA009749	CRR504203	H9442
PRJCA009749	CRR504206	1205A
PRJCA009749	CRR504212	Shen977
PRJCA009749	CRR504213	68122
PRJCA009749	CRR504214	D869
PRJCA009749	CRR504215	K21
PRJCA009749	CRR504217	D886
PRJCA009749	CRR504227	MC6179
PRJCA009749	CRR504235	MC9269
PRJCA009749	CRR504236	MC9270
PRJCA009749	CRR504237	MC9274
PRJCA009749	CRR504238	MC9282
PRJCA009749	CRR504239	MC9287
PRJCA009749	CRR504240	MC9288
PRJCA009749	CRR504243	MC9300
PRJCA009749	CRR504244	T5107
PRJCA009749	CRR504247	T5588
PRJCA009749	CRR504256	T33169
PRJCA009749	CRR504262	T33336
PRJCA009749	CRR504264	T33362
PRJCA009749	CRR504265	T24223
PRJCA009749	CRR504273	Jia6
PRJCA009749	CRR504280	833
PRJCA009749	CRR504281	T116
PRJCA009749	CRR504285	Suixi608
PRJCA009749	CRR504287	Suixi613
PRJCA009749	CRR504288	Suixi703
PRJCA009749	CRR504290	Suixi707
PRJCA009749	CRR504291	Suixi708
PRJCA009749	CRR504292	Suixi709
PRJCA009749	CRR504296	An441A
PRJCA009749	CRR504297	Nan5
PRJCA009749	CRR504301	HR30
PRJCA009749	CRR504304	KL45
PRJCA009749	CRR504305	HB410
PRJCA009749	CRR504311	HB322
PRJCA009749	CRR504314	DN139
PRJCA009749	CRR504315	DN1722
PRJCA009749	CRR504319	DN4402
PRJCA009749	CRR504333	HRB16038
PRJCA009749	CRR504340	HRB16055
PRJCA009749	CRR504342	HRB16061
PRJCA009749	CRR504344	HRB16072
PRJCA009749	CRR504345	HRB16073
PRJCA009749	CRR504348	HRB16085
PRJCA009749	CRR504354	HRWC1
PRJCA009749	CRR504355	DKM8
PRJCA009749	CRR504360	HR73
PRJCA009749	CRR504368	HRM8
PRJCA009749	CRR504375	Mo113
PRJCA009749	CRR504383	Dong96
PRJCA009749	CRR504390	HRB16179
PRJCA009749	CRR504391	HRB16193
PRJCA009749	CRR504393	Zhe931
PRJCA009749	CRR504394	Zhe969
PRJCA009749	CRR504395	Zhe461
PRJCA009749	CRR504398	SCML202
PRJCA009749	CRR504399	SCML205Rel
PRJCA009749	CRR504401	Ji9_033
PRJCA009749	CRR504402	JiZ_S24_9
PRJCA009749	CRR504404	Zheng60
PRJCA009749	CRR504405	Jizi1006
PRJCA009749	CRR504407	Jizi1018
PRJCA009749	CRR504408	Jizi1023
PRJCA009749	CRR504409	Jizi1034
PRJCA009749	CRR504410	Jizi1039
PRJCA009749	CRR504418	Jizi1058
PRJCA009749	CRR504419	Jizi1082
PRJCA009749	CRR504421	Jizi1092
PRJCA009749	CRR504422	Jizi1134
PRJCA009749	CRR504423	Jizi1138
PRJCA009749	CRR504424	Jizi1140
PRJCA009749	CRR504429	9083
PRJCA009749	CRR504440	444_1
PRJCA009749	CRR504447	JLXH_4
PRJCA009749	CRR504450	JLXH_12
PRJCA009749	CRR504452	JLXH_17
PRJCA009749	CRR504455	PHW51
PRJCA009749	CRR504462	Liao51
PRJCA009749	CRR504464	Liao785
PRJCA009749	CRR504465	Liao8022
PRJCA009749	CRR504466	Liao428
PRJCA009749	CRR504467	Shen161
PRJCA009749	CRR504472	Dan598whitecob
PRJCA009749	CRR504477	Tie9010
PRJCA009749	CRR504479	Ming2325
PRJCA009749	CRR504480	G285
PRJCA009749	CRR504483	Liao1A407
PRJCA009749	CRR504484	Liao63024
PRJCA009749	CRR504485	Liao20358
PRJCA009749	CRR504486	Liao2572
PRJCA009749	CRR504487	Liao3348
PRJCA009749	CRR504494	Liao0513
PRJCA009749	CRR504497	Liao0567
PRJCA009749	CRR504501	Shen5003
PRJCA009749	CRR504507	Liao6027
PRJCA009749	CRR504508	Shen501
PRJCA009749	CRR504511	CAW4w
PRJCA009749	CRR504512	9626
PRJCA009749	CRR504516	9534
PRJCA009749	CRR504517	9580
PRJCA009749	CRR504525	TD282
PRJCA009749	CRR504526	TE322
PRJCA009749	CRR504529	TE350
PRJCA009749	CRR504534	W_25
PRJCA009749	CRR504537	HH4
PRJCA009749	CRR504538	H446
PRJCA009749	CRR504542	L98
PRJCA009749	CRR504543	H81
PRJCA009749	CRR504547	Chang98
PRJCA009749	CRR504548	Jizi4658
PRJCA009749	CRR504549	B17
PRJCA009749	CRR504551	Jizi147048
PRJCA009749	CRR504553	Jizi13L115
PRJCA009749	CRR504557	Jizi13L377
PRJCA009749	CRR504560	JiziB154
PRJCA009749	CRR504561	JiziA150
PRJCA009749	CRR504562	JiziA199
PRJCA009749	CRR504563	ZhengT22
PRJCA009749	CRR504566	Xun313
PRJCA009749	CRR504567	Xun5872
PRJCA009749	CRR504568	ZK02_1
PRJCA009749	CRR504569	Luo1223
PRJCA009749	CRR504571	A1393
PRJCA009749	CRR504572	Zhu07
PRJCA009749	CRR504575	5N65
PRJCA009749	CRR504576	5N74
PRJCA009749	CRR504578	5N78
PRJCA009749	CRR504580	5N545
PRJCA009749	CRR504589	Zheng600
PRJCA009749	CRR504591	Zheng603
PRJCA009749	CRR504592	Zheng561
PRJCA009749	CRR504593	lx00_1
PRJCA009749	CRR504595	16SD007
PRJCA009749	CRR504600	16SD034
PRJCA009749	CRR504603	16SD044
PRJCA009749	CRR504608	16SD088
PRJCA009749	CRR504620	50034
PRJCA009749	CRR504621	50035
PRJCA009749	CRR504624	50073
PRJCA009749	CRR504631	5660
PRJCA009749	CRR504632	5661
PRJCA009749	CRR504634	41006
PRJCA009749	CRR504638	M08N171
PRJCA009749	CRR504639	MZ_315
PRJCA009749	CRR504643	M09N041
PRJCA009749	CRR504644	M05N32
PRJCA009749	CRR504648	M75
PRJCA009749	CRR504651	M6021C546
PRJCA009749	CRR504653	M08N144
PRJCA009749	CRR504654	M9N165
PRJCA009749	CRR504659	M09N160
PRJCA009749	CRR504668	M45589
PRJCA009749	CRR504669	M45172
PRJCA009749	CRR504670	M15044
PRJCA009749	CRR504671	M35119
PRJCA009749	CRR504672	M15208
PRJCA009749	CRR504673	M35457
PRJCA009749	CRR504675	M45199
PRJCA009749	CRR504678	M35124
PRJCA009749	CRR504680	M15131
PRJCA009749	CRR504690	ly328
PRJCA009749	CRR504691	LY2211
PRJCA009749	CRR504693	Wu9086
PRJCA009749	CRR504694	5172
PRJCA009749	CRR504696	Wu6127
PRJCA009749	CRR504697	Wu6006
PRJCA009749	CRR504700	XD973
PRJCA009749	CRR504701	J398
PRJCA009749	CRR504702	Z78
PRJCA009749	CRR504703	Jin103
PRJCA009749	CRR504708	Y687
PRJCA009749	CRR504709	Y3_2
PRJCA009749	CRR504710	806
PRJCA009749	CRR504711	950
PRJCA009749	CRR504713	ly5405
PRJCA009749	CRR504714	ly5502
PRJCA009749	CRR504716	ly5901
PRJCA009749	CRR504721	KW4M029
PRJCA009749	CRR504725	W08
PRJCA009749	CRR504730	Nan7041_5
PRJCA009749	CRR504745	Y1642
PRJCA009749	CRR504747	Y1665
PRJCA009749	CRR504748	Y1674
PRJCA009749	CRR504755	Y1697
PRJCA009749	CRR504758	Y1703
PRJCA009749	CRR504759	Y1704
PRJCA009749	CRR504761	Y1706
PRJCA009749	CRR504768	Y1745
PRJCA009749	CRR504770	Y1751
PRJCA009749	CRR504772	Y1754
PRJCA009749	CRR504773	Y1755
PRJCA009749	CRR504775	Y1757
PRJCA009749	CRR504787	TD5937
PRJCA009749	CRR504796	Jindan35M
PRJCA009749	CRR504797	T276
PRJCA009749	CRR504798	Jinyu811F
PRJCA009749	CRR504799	C822
PRJCA009749	CRR504801	X232
PRJCA009749	CRR504802	Ds_12a
PRJCA009749	CRR504805	178_1
PRJCA009749	CRR504812	Jin0_3
PRJCA009749	CRR504813	X8531
PRJCA009749	CRR504814	X48B
PRJCA009749	CRR504819	DXA095
PRJCA009749	CRR504820	DXA105
PRJCA009749	CRR504826	DXB007
PRJCA009749	CRR504828	DXB060
PRJCA009749	CRR504831	DXB161
PRJCA009749	CRR504833	DXB165
PRJCA009749	CRR504834	DXB167
PRJCA009749	CRR504835	DXB171
PRJCA009749	CRR504837	DXB198
PRJCA009749	CRR504843	XF063
PRJCA009749	CRR504845	LK58_8
PRJCA009749	CRR504850	ly5711
PRJCA009749	CRR504851	LongF0202
PRJCA009749	CRR504853	LongF0402
PRJCA009749	CRR504855	LongF1011
PRJCA009749	CRR504857	LongF2224
PRJCA009749	CRR504858	B97
PRJCA009749	CRR504861	CML322
PRJCA009749	CRR504862	CML333
PRJCA009749	CRR504878	72_125
PRJCA009749	CRR504879	HR962
PRJCA009749	CRR504884	Luyuan133
PRJCA009749	CRR504885	897
PRJCA009749	CRR504887	Chang7_2
PRJCA009749	CRR504889	196
PRJCA009749	CRR504891	Ji35
PRJCA009749	CRR504893	8723
PRJCA009749	CRR504894	5237
PRJCA009749	CRR504895	75_14Gao
PRJCA009749	CRR504899	Shuangtaiwu
PRJCA009749	CRR504903	Ji856
PRJCA009749	CRR504906	CML61
PRJCA009749	CRR504908	Zhongyin10
PRJCA009749	CRR504909	OO6
PRJCA009749	CRR504910	Jiu138_5
PRJCA009749	CRR504912	Ning36
PRJCA009749	CRR504917	Ning37
PRJCA009749	CRR504919	707
PRJCA009749	CRR504926	Feng263
PRJCA009749	CRR504930	91Huang5
PRJCA009749	CRR504932	Gan41
PRJCA009749	CRR504944	Jinruo
PRJCA009749	CRR504953	Zhangjin6
PRJCA009749	CRR504957	Yue20_3
PRJCA009749	CRR504959	Chengbei711
PRJCA009749	CRR504965	Lan766_4_2
PRJCA009749	CRR504970	Tai1_Lg
PRJCA009749	CRR504977	Danhuang02
PRJCA009749	CRR504979	Ziduosui
PRJCA009749	CRR504982	Duo229
PRJCA009749	CRR504985	Fu8529
PRJCA009749	CRR504988	B12
PRJCA009749	CRR504996	Cheng435
PRJCA009749	CRR505003	Ji876
PRJCA009749	CRR505005	Zongxi241
PRJCA009749	CRR505008	Guangyou5
PRJCA009749	CRR505012	Lv28
PRJCA009749	CRR505019	91Huang15
PRJCA009749	CRR505020	Yuanwu02
PRJCA009749	CRR505023	Qi319
PRJCA009749	CRR505032	Zhong128
PRJCA009749	CRR505036	Ye488
PRJCA009749	CRR505040	32
PRJCA009749	CRR505041	Ye8112
PRJCA009749	CRR505045	FR218
PRJCA009749	CRR505047	Zheng58
PRJCA009749	CRR505054	75_322
PRJCA009749	CRR505058	L069
PRJCA009749	CRR505060	L005
PRJCA009749	CRR505061	Shen135
PRJCA009749	CRR505065	Zun90110
PRJCA009749	CRR505068	ShuangM9B_1
PRJCA009749	CRR505072	Yue267_3_1
PRJCA009749	CRR505073	CN165
PRJCA009749	CRR505081	P39_su
PRJCA009749	CRR505087	Guan17_1
PRJCA009749	CRR505090	RW64A
PRJCA009749	CRR505104	112_O2
PRJCA009749	CRR505105	BaiU8112
PRJCA009749	CRR505110	Daqiu36
PRJCA009749	CRR505113	Jing404
PRJCA009749	CRR505114	Tianya4
PRJCA009749	CRR505117	55113_3_3_5
PRJCA009749	CRR505119	De811
PRJCA009749	CRR505121	Lo1125
PRJCA009749	CRR505124	Zong31
PRJCA009749	CRR505125	Zong3
PRJCA009749	CRR505129	CIMBL58
PRJCA009749	CRR505130	975_12
PRJCA009749	CRR505131	526018
PRJCA009749	CRR505134	GEMS3
PRJCA009749	CRR505138	GEMS28
PRJCA009749	CRR505139	GEMS54
PRJCA009749	CRR505140	GEMS65
PRJCA009749	CRR505143	Z001E0010
PRJCA009749	CRR505144	Z004E0173
PRJCA009749	CRR505147	Z013E0072
PRJCA009749	CRR505153	Z021E0138
PRJCA009749	CRR505156	Z026E0069
PRJCA009749	CRR505158	PHJ75
PRJCA009749	CRR505159	792
PRJCA009749	CRR505163	78002A
PRJCA009749	CRR505165	LH194
PRJCA009749	CRR505166	LH195
PRJCA009749	CRR505167	LH202
PRJCA009749	CRR505169	NC292
PRJCA009749	CRR505179	PHJ65
PRJCA009749	CRR505180	LH128
PRJCA009749	CRR505182	LH215
PRJCA009749	CRR505184	A059
PRJCA009749	CRR505185	A072
PRJCA009749	CRR505190	C052
PRJCA009749	CRR505191	C061
PRJCA009749	CRR505193	E101
PRJCA009749	CRR505197	J006
PRJCA009749	CRR505199	Suixi704
PRJCA009749	CRR505209	NC294
PRJCA009749	CRR505210	NC310
PRJCA009749	CRR505212	Oh43E
PRJCA009749	CRR505216	A619
PRJCA009749	CRR505222	LH210
PRJCA009749	CRR505223	LH211
PRJCA009749	CRR505224	LH196
PRJCA009749	CRR505228	PHP76
PRJCA009749	CRR505229	PHW06
PRJCA009749	CRR505233	NL001
PRJCA009749	CRR505235	Lp215D
PRJCA009749	CRR505236	PHJ89
PRJCA009749	CRR505238	PHR61
PRJCA009749	CRR505239	PHT11
PRJCA009749	CRR505240	MBSJ
PRJCA009749	CRR505242	LH209
PRJCA009749	CRR505243	MM402A
PRJCA009749	CRR505245	LH197
PRJCA009749	CRR505247	LH216
PRJCA009749	CRR505248	LH222
PRJCA009749	CRR505251	ICI893
PRJCA009749	CRR505252	ICI986
PRJCA009749	CRR505257	PHPR5
PRJCA009749	CRR505265	LH200
PRJCA009749	CRR505269	3IJI1
PRJCA009749	CRR505275	PHMK0
PRJCA009749	CRR505280	LH185
PRJCA009749	CRR505283	ZS1791
PRJCA009749	CRR505284	SeagullSeventeen
PRJCA009749	CRR505285	LH38
PRJCA009749	CRR505288	LH132
PRJCA009749	CRR505293	6103
PRJCA009749	CRR505298	78010
PRJCA009749	CRR505303	778
PRJCA009749	CRR505306	NS701
PRJCA009749	CRR505307	78371A
PRJCA009749	CRR505308	IBB15
PRJCA009749	CRR505311	740
PRJCA009749	CRR505312	787
PRJCA009749	CRR505313	793
PRJCA009749	CRR505314	LH65
PRJCA009749	CRR505316	W8304
PRJCA009749	CRR505317	11430
PRJCA009749	CRR505319	2MA22
PRJCA009749	CRR505320	78551S
PRJCA009749	CRR505321	87916W
PRJCA009749	CRR505322	HB8229
PRJCA009749	CRR505323	MBST
PRJCA009749	CRR505324	PHH93
PRJCA009749	CRR505325	PHP02
PRJCA009749	CRR505327	PHT60
PRJCA009749	CRR505329	NS501
PRJCA009749	CRR505330	OQ603
PRJCA009749	CRR505332	1538
PRJCA009749	CRR505333	WIL903
PRJCA009749	CRR505335	L139
PRJCA009749	CRR505337	PHJ70
PRJCA009749	CRR505339	PHN37
PRJCA009749	CRR505341	PHT22
PRJCA009749	CRR505343	PHW43
PRJCA009749	CRR505345	LH127
PRJCA009749	CRR505349	F118
PRJCA009749	CRR505354	2FAD8
PRJCA009749	CRR505360	CQ702RC
PRJCA009749	CRR505363	PHBB3
PRJCA009749	CRR505366	ML606
PRJCA009749	CRR505368	LH54
PRJCA009749	CRR505369	LH52
PRJCA009749	CRR505375	H8431
PRJCA009749	CRR505377	PHP55
PRJCA009749	CRR505380	Hai268
PRJCA009749	CRR505387	Sheng62
PRJCA009749	CRR505389	6107A_2
PRJCA009749	CRR505392	T0403
PRJCA009749	CRR505393	485
PRJCA009749	CRR505394	489
PRJCA009749	CRR505395	L201
PRJCA009749	CRR505397	WK858
PRJCA009749	CRR505403	Xun92_8
PRJCA009749	CRR505405	Dong62072
PRJCA009749	CRR505406	L203
PRJCA009749	CRR505407	842
PRJCA009749	CRR505410	Si_287
PRJCA009749	CRR505412	Shen137
PRJCA009749	CRR505413	Shen3265
PRJCA009749	CRR505415	Tie7922
PRJCA009749	CRR505418	lx08_8
PRJCA009749	CRR505419	lx03_2
PRJCA009749	CRR505421	PHV78
PRJCA009749	CRR505427	PHG84
PRJCA009749	CRR505429	LH149
PRJCA009749	CRR505431	HC2_CGJ
PRJCA009749	CRR505438	PHN46
PRJCA009749	CRR505440	PHV07
PRJCA009749	CRR505442	LH213
PRJCA009749	CRR505446	ICI441
PRJCA009749	CRR505448	PHAW6
PRJCA009749	CRR505449	PHHB9
PRJCA009749	CRR505450	PHEG9
PRJCA009749	CRR505451	PHHB4
PRJCA009749	CRR505453	LH39
PRJCA009749	CRR505454	PHG50
PRJCA009749	CRR505455	B47
PRJCA009749	CRR505461	LH60
PRJCA009749	CRR505464	PB80
PRJCA009749	CRR505470	PHW52
PRJCA009749	CRR505471	WIL900
PRJCA009749	CRR505482	FAPW
PRJCA009749	CRR505483	PHG39
PRJCA009749	CRR505485	LH82
PRJCA009749	CRR505488	CNH3754
PRJCA009749	CRR505490	F62
PRJCA009749	CRR505492	150_4
PRJCA009749	CRR505498	GM406
PRJCA009749	CRR505501	17MC3255
PRJCA009749	CRR505502	17MC2621
PRJCA009749	CRR505503	17MC2622
PRJCA009749	CRR505504	17MC2623
PRJCA009749	CRR505505	17MC2624
PRJCA009749	CRR505506	17MC2627
PRJCA009749	CRR505507	17MC2629
PRJCA009749	CRR505508	17MC2630
PRJCA009749	CRR505517	XF_1
PRJCA009749	CRR505523	T58765
PRJCA009749	CRR505529	161223
PRJCA009749	CRR505531	YD7922
PRJCA009749	CRR505536	85123
PRJCA009749	CRR505540	Si_144Gai
PRJCA009749	CRR505546	F0903
PRJCA009749	CRR505547	6NH372
PRJCA009749	CRR505556	6NH717
PRJCA009749	CRR505559	6NH769
PRJCA009749	CRR505564	ZhengX959
PRJCA009749	CRR505569	Zheng578
PRJCA009749	CRR505573	16NS545
PRJCA009749	CRR505575	P28
PRJCA009749	CRR505576	R107
PRJCA009749	CRR505583	HRB16219
PRJCA009749	CRR505584	HRB16221
PRJCA009749	CRR505586	HRB16225
PRJCA009749	CRR505588	HRB16244
PRJCA009749	CRR505593	M54Rel
PRJCA009749	CRR505595	Liao0369
PRJCA009749	CRR505600	JLXH_27
PRJCA009749	CRR505603	1007_3
PRJCA009749	CRR505608	16Y673_7
PRJCA009749	CRR505609	16Y685_6
PRJCA009749	CRR505613	271
PRJCA009749	CRR505616	267
PRJCA009749	CRR505619	Tx149
PRJCA009749	CRR505620	17CPB04
PRJCA009749	CRR505622	Meng17j07
PRJCA009749	CRR505624	SD192
PRJCA009749	CRR505626	SD198
PRJCA009749	CRR505627	SD202
PRJCA009749	CRR505634	Liao0619
PRJCA009749	CRR505636	Zhongxi09102
PRJCA009749	CRR505640	121494
PRJCA009749	CRR505641	XF38P05F
PRJCA009749	CRR505643	Meng17j29
PRJCA009749	CRR505647	HD568
PRJCA009749	CRR505649	Jing7huang
PRJCA009749	CRR505651	Wenhuang31413
PRJCA009749	CRR505654	Lx9801
PRJCA009749	CRR505655	Xun926
PRJCA009749	CRR505656	Liao6082
PRJCA009749	CRR505657	L5895
PRJCA009749	CRR505658	S122
PRJCA009749	CRR505660	DH382
PRJCA009749	CRR505661	Xun9058
PRJCA009749	CRR505663	M340x
PRJCA009749	CRR505667	SX3821
PRJCA009749	CRR505670	148
PRJCA009749	CRR505674	D185
PRJCA009749	CRR505677	Tie98033_1
PRJCA009749	CRR505679	Zhongzi03
PRJCA009749	CRR505688	N42
PRJCA009749	CRR505689	W172
PRJCA009749	CRR505698	Chen322
PRJCA009749	CRR505706	S7913
PRJCA009749	CRR505710	Shen151
PRJCA009749	CRR505711	Liao3162
PRJCA009749	CRR505714	LX3999
PRJCA009749	CRR505715	D183
PRJCA009749	CRR505717	H95
PRJCA009749	CRR505719	MC5831
PRJCA009749	CRR505720	MC5832
PRJCA009749	CRR505724	MC5837
PRJCA009749	CRR505728	MC5841
PRJCA009749	CRR505729	MC5842
PRJCA009749	CRR505730	MC5843
PRJCA009749	CRR505731	MC5844
PRJCA009749	CRR505733	MC5846
PRJCA009749	CRR505737	MC6231
PRJCA009749	CRR505740	MC6235
PRJCA009749	CRR505741	MC6236
PRJCA009749	CRR505742	MC3361
PRJCA009749	CRR505743	MC3362
PRJCA009749	CRR505745	MC3366
PRJCA009749	CRR505746	MC3367
PRJCA009749	CRR505748	GEMS18
PRJCA009749	CRR505750	GEMS1
PRJCA009749	CRR505752	Dan360
